     t   Part   Pven IMPLAD
2.42800 5151.21378 2648.94045 3503.08736
2.42900 5150.27004 2646.23379 3519.47047
2.43000 5149.32672 2643.72245 3536.45709
2.43100 5148.38382 2641.40336 3554.04362
2.43200 5147.44132 2639.26887 3572.22590
2.43300 5146.49922 2637.30852 3590.99923
2.43400 5145.55751 2635.51029 3610.35841
2.43500 5144.61618 2633.86158 3630.29776
2.43600 5143.67522 2632.34989 3650.81118
2.43700 5142.73463 2630.96322 3671.89218
2.43800 5141.79441 2629.69036 3693.53389
2.43900 5140.85454 2628.52101 3715.72913
2.44000 5139.91502 2627.44581 3738.47042
2.44100 5138.97585 2626.45632 3761.74999
2.44200 5138.03702 2625.54500 3785.55985
2.44300 5137.09853 2624.70509 3809.89179
2.44400 5136.16038 2623.93059 3834.73742
2.44500 5135.22255 2623.21611 3860.08818
2.44600 5134.28505 2622.55685 3885.93537
2.44700 5133.34787 2621.94851 3912.27019
2.44800 5132.41102 2621.38723 3939.08373
2.44900 5131.47448 2620.86953 3966.36701
2.45000 5130.53825 2620.39227 3994.11101
2.45100 5129.60234 2619.95262 4022.30666
2.45200 5128.66674 2619.54799 4050.94486
2.45300 5127.73144 2619.17604 4080.01653
2.45400 5126.79644 2618.83462 4109.51258
2.45500 5125.86175 2618.52177 4139.42394
2.45600 5124.92735 2618.23569 4169.74160
2.45700 5123.99326 2617.97473 4200.45657
2.45800 5123.05946 2617.73736 4231.55992
2.45900 5122.12595 2617.52217 4263.04279
2.46000 5121.19274 2617.32787 4294.89638
2.46100 5120.25981 2617.15324 4327.11199
2.46200 5119.32717 2616.99717 4359.68097
2.46300 5118.39482 2616.85863 4392.59478
2.46400 5117.46276 2616.73664 4425.84498
2.46500 5116.53098 2616.63030 4459.42318
2.46600 5115.59948 2616.53877 4493.32114
2.46700 5114.66827 2616.46127 4527.52837
2.46800 5113.73733 2616.39706 4562.03455
2.46900 5112.80668 2616.34545 4596.83186
2.47000 5111.87630 2616.30579 4631.91596
2.47100 5110.94620 2616.27749 4667.27950
2.47200 5110.01637 2616.25997 4702.91484
2.47300 5109.08682 2616.25270 4738.81442
2.47400 5108.15755 2616.25517 4774.96655
2.47500 5107.22854 2616.26691 4811.36102
2.47600 5106.29981 2616.28748 4847.99024
2.47700 5105.37135 2616.31644 4884.85178
2.47800 5104.44316 2616.35340 4921.94096
2.47900 5103.51524 2616.39799 4959.25092
2.48000 5102.58758 2616.44985 4996.77253
2.48100 5101.66020 2616.50865 5034.50068
2.48200 5100.73308 2616.57406 5072.42943
2.48300 5099.80623 2616.64577 5110.55379
2.48400 5098.87965 2616.72352 5148.86308
2.48500 5097.95333 2616.80702 5187.35216
2.48600 5097.02728 2616.89601 5226.01543
2.48700 5096.10149 2616.99026 5264.84661
2.48800 5095.17596 2617.08953 5303.83946
2.48900 5094.25070 2617.19359 5342.98783
2.49000 5093.32569 2617.30224 5382.28564
2.49100 5092.40096 2617.41528 5421.72688
2.49200 5091.47648 2617.53252 5461.30560
2.49300 5090.55226 2617.65377 5501.01594
2.49400 5089.62831 2617.77886 5540.85215
2.49500 5088.70461 2617.90764 5580.80841
2.49600 5087.78118 2618.03993 5620.87901
2.49700 5086.85800 2618.17560 5661.05831
2.49800 5085.93509 2618.31449 5701.34073
2.49900 5085.01243 2618.45648 5741.72076
2.50000 5084.09003 2618.60144 5782.19292
2.50100 5083.16789 2618.74923 5822.75180
2.50200 5082.24600 2618.89974 5863.39202
2.50300 5081.32438 2619.05286 5904.10827
2.50400 5080.40301 2619.20848 5944.89528
2.50500 5079.48189 2619.36649 5985.74782
2.50600 5078.56104 2619.52679 6026.66088
2.50700 5077.64044 2619.68930 6067.62920
2.50800 5076.72009 2619.85392 6108.64773
2.50900 5075.80000 2620.02056 6149.71133
2.51000 5074.88017 2620.18914 6190.81500
2.51100 5073.96059 2620.35958 6231.95375
2.51200 5073.04127 2620.53181 6273.12267
2.51300 5072.12220 2620.70574 6314.31685
2.51400 5071.20338 2620.88132 6355.53143
2.51500 5070.28484 2621.05848 6396.76171
2.51600 5069.36645 2621.23714 6438.00292
2.51700 5068.44870 2621.41725 6479.25017
2.51800 5067.52977 2621.59875 6477.18665
2.51900 5066.61620 2621.78159 6481.13451
2.52000 5065.68548 2621.96570 6483.35687
2.52100 5064.81204 2622.15104 6486.44114
2.52200 5063.76030 2622.33756 6489.57389
2.52300 5063.23610 2622.52520 6493.03321
2.52400 5061.27905 2622.71393 6496.75450
2.52500 5062.73814 2622.90370 6500.77706
2.52600 5089.08047 2623.09447 6505.10839
2.52700 5110.55450 2623.28619 6509.76434
2.52800 5133.19870 2623.47883 6514.75750
2.52900 5155.60681 2623.67235 6520.10042
2.53000 5177.89585 2623.86672 6525.80472
2.53100 5200.18524 2624.06192 6531.88126
2.53200 5222.37263 2624.25790 6538.34013
2.53300 5244.51290 2624.45463 6545.19055
2.53400 5266.58036 2624.65210 6552.44095
2.53500 5288.58462 2624.85027 6560.09899
2.53600 5310.52124 2625.04911 6568.17152
2.53700 5332.39085 2625.24860 6576.66372
2.53800 5354.19231 2625.44872 6585.58076
2.53900 5375.92499 2625.64945 6594.92641
2.54000 5397.58803 2625.85075 6604.70322
2.54100 5419.18059 2626.05262 6614.91309
2.54200 5440.70176 2626.25502 6625.55681
2.54300 5462.15056 2626.45794 6636.63416
2.54400 5483.52600 2626.66137 6648.14383
2.54500 5504.82702 2626.86528 6660.08344
2.54600 5526.05259 2627.06966 6672.44953
2.54700 5547.20137 2627.27449 6685.23750
2.54800 5568.27210 2627.47975 6698.44166
2.54900 5589.26347 2627.68544 6712.05517
2.55000 5610.17400 2627.89153 6726.07006
2.55100 5631.00214 2628.09801 6740.47721
2.55200 5651.74631 2628.30488 6755.26639
2.55300 5672.40484 2628.51211 6770.42619
2.55400 5692.97595 2628.71969 6785.94415
2.55500 5713.45777 2628.92762 6801.80658
2.55600 5733.84835 2629.13588 6817.99868
2.55700 5754.14563 2629.34446 6834.50466
2.55800 5774.34747 2629.55335 6851.30759
2.55900 5794.45160 2629.76255 6868.38955
2.56000 5814.45570 2629.97204 6885.73159
2.56100 5834.35732 2630.18181 6903.31380
2.56200 5854.15392 2630.39186 6921.11622
2.56300 5873.84288 2630.60218 6939.11607
2.56400 5893.42147 2630.81275 6957.29090
2.56500 5912.88693 2631.02358 6975.61741
2.56600 5932.23636 2631.23466 6994.07156
2.56700 5951.46677 2631.44597 7012.62864
2.56800 5970.57511 2631.65752 7031.26505
2.56900 5989.55826 2631.86929 7049.95277
2.57000 6008.41304 2632.08129 7068.66661
2.57100 6027.13619 2632.29350 7087.37919
2.57200 6045.72439 2632.50592 7106.06390
2.57300 6064.17430 2632.71854 7124.69395
2.57400 6082.48285 2632.93137 7143.24398
2.57500 6100.64618 2633.14439 7161.68434
2.57600 6118.66070 2633.35760 7179.98879
2.57700 6136.52281 2633.57100 7198.13068
2.57800 6154.22888 2633.78459 7216.08369
2.57900 6171.77508 2633.99835 7233.82198
2.58000 6189.15831 2634.21229 7251.32116
2.58100 6206.37441 2634.42640 7268.55519
2.58200 6223.41928 2634.64068 7285.50048
2.58300 6240.28905 2634.85513 7302.13393
2.58400 6256.97948 2635.06974 7318.43330
2.58500 6273.48648 2635.28451 7334.37736
2.58600 6289.80627 2635.49944 7349.94593
2.58700 6305.93495 2635.71453 7365.11997
2.58800 6321.86734 2635.92977 7379.88163
2.58900 6337.59919 2636.14516 7394.21431
2.59000 6353.12601 2636.36069 7408.10268
2.59100 6368.44325 2636.57638 7421.53277
2.59200 6383.54626 2636.79221 7434.49192
2.59300 6398.43094 2637.00818 7446.96884
2.59400 6413.09207 2637.22430 7458.95362
2.59500 6427.52463 2637.44055 7470.43765
2.59600 6441.72378 2637.65694 7481.41382
2.59700 6455.68457 2637.87347 7491.87617
2.59800 6469.40199 2638.09014 7501.81976
2.59900 6482.87102 2638.30693 7511.24113
2.60000 6496.08659 2638.52386 7520.13791
2.60100 6509.04362 2638.74093 7528.50877
2.60200 6521.73703 2638.95812 7536.35345
2.60300 6534.16175 2639.17544 7543.67256
2.60400 6546.31272 2639.39289 7550.46759
2.60500 6558.18493 2639.61047 7556.74082
2.60600 6569.77344 2639.82817 7562.49524
2.60700 6581.07337 2640.04600 7567.73458
2.60800 6592.07994 2640.26395 7572.46330
2.60900 6602.78848 2640.48203 7576.68568
2.61000 6613.19450 2640.70023 7580.40704
2.61100 6623.29366 2640.91855 7583.63292
2.61200 6633.08168 2641.13700 7586.36926
2.61300 6642.55447 2641.35556 7588.62239
2.61400 6651.70823 2641.57425 7590.39857
2.61500 6660.53932 2641.79305 7591.70448
2.61600 6669.04437 2642.01198 7592.54698
2.61700 6677.22022 2642.23102 7592.93326
2.61800 6685.06398 2642.45018 7592.87005
2.61900 6692.57303 2642.66945 7592.36464
2.62000 6699.74502 2642.88885 7591.42424
2.62100 6706.57786 2643.10836 7590.05613
2.62200 6713.06980 2643.32798 7588.26763
2.62300 6719.21945 2643.54772 7586.06608
2.62400 6725.02548 2643.76758 7583.45882
2.62500 6730.48698 2643.98754 7580.45322
2.62600 6735.60335 2644.20763 7577.05660
2.62700 6740.37426 2644.42782 7573.27632
2.62800 6744.79977 2644.64813 7569.11969
2.62900 6748.88013 2644.86854 7564.59401
2.63000 6752.61586 2645.08907 7559.70656
2.63100 6756.00780 2645.30971 7554.46459
2.63200 6759.05713 2645.53046 7548.87533
2.63300 6761.76527 2645.75132 7542.94597
2.63400 6764.13376 2645.97229 7536.68369
2.63500 6766.16453 2646.19337 7530.09561
2.63600 6767.85973 2646.41456 7523.18885
2.63700 6769.22173 2646.63585 7515.97047
2.63800 6770.25316 2646.85725 7508.44751
2.63900 6770.95683 2647.07875 7500.62699
2.64000 6771.33577 2647.30036 7492.51586
2.64100 6771.39321 2647.52208 7484.12107
2.64200 6771.13255 2647.74390 7475.44949
2.64300 6770.55738 2647.96582 7466.50799
2.64400 6769.67145 2648.18785 7457.30337
2.64500 6768.47864 2648.40998 7447.84240
2.64600 6766.98299 2648.63221 7438.13179
2.64700 6765.18868 2648.85454 7428.17823
2.64800 6763.09998 2649.07697 7417.98833
2.64900 6760.72129 2649.29950 7407.56868
2.65000 6758.05712 2649.52213 7396.92579
2.65100 6755.11203 2649.74486 7386.06612
2.65200 6751.89069 2649.96768 7374.99607
2.65300 6748.39785 2650.19060 7363.72198
2.65400 6744.63828 2650.41362 7352.25016
2.65500 6740.61684 2650.63673 7340.58695
2.65600 6736.33842 2650.85993 7328.73820
2.65700 6731.80795 2651.08323 7316.71006
2.65800 6727.03036 2651.30662 7304.50854
2.65900 6722.01065 2651.53011 7292.13955
2.66000 6716.75379 2651.75368 7279.60892
2.66100 6711.26477 2651.97734 7266.92240
2.66200 6705.54858 2652.20109 7254.08565
2.66300 6699.61021 2652.42493 7241.10424
2.66400 6693.45462 2652.64886 7227.98364
2.66500 6687.08676 2652.87287 7214.72925
2.66600 6680.51155 2653.09697 7201.34636
2.66700 6673.73390 2653.32116 7187.84016
2.66800 6666.75866 2653.54542 7174.21574
2.66900 6659.59065 2653.76977 7160.47811
2.67000 6652.23465 2653.99420 7146.63214
2.67100 6644.69540 2654.21871 7132.68262
2.67200 6636.97758 2654.44330 7118.63424
2.67300 6629.08597 2654.66797 7104.49156
2.67400 6621.02504 2654.89272 7090.25907
2.67500 6612.79923 2655.11754 7075.94111
2.67600 6604.41298 2655.34244 7061.54185
2.67700 6595.87068 2655.56741 7047.06547
2.67800 6587.17663 2655.79245 7032.51597
2.67900 6578.33508 2656.01757 7017.89724
2.68000 6569.35019 2656.24276 7003.21306
2.68100 6560.22606 2656.46802 6988.46710
2.68200 6550.96671 2656.69335 6973.66290
2.68300 6541.57608 2656.91874 6958.80388
2.68400 6532.05803 2657.14421 6943.89335
2.68500 6522.41635 2657.36973 6928.93451
2.68600 6512.65474 2657.59533 6913.93043
2.68700 6502.77683 2657.82098 6898.88406
2.68800 6492.78616 2658.04670 6883.79823
2.68900 6482.68618 2658.27248 6868.67566
2.69000 6472.48027 2658.49833 6853.51893
2.69100 6462.17172 2658.72422 6838.33054
2.69200 6451.76375 2658.95018 6823.11283
2.69300 6441.25948 2659.17620 6807.86804
2.69400 6430.66197 2659.40227 6792.59830
2.69500 6419.97417 2659.62839 6777.30559
2.69600 6409.19893 2659.85457 6761.99180
2.69700 6398.33904 2660.08080 6746.65871
2.69800 6387.39720 2660.30708 6731.30794
2.69900 6376.37604 2660.53341 6715.94104
2.70000 6365.27809 2660.75979 6700.55942
2.70100 6354.10582 2660.98622 6685.16438
2.70200 6342.86159 2661.21269 6669.75709
2.70300 6331.54769 2661.43921 6654.33863
2.70400 6320.16634 2661.66577 6638.90995
2.70500 6308.71966 2661.89238 6623.47187
2.70600 6297.20970 2662.11903 6608.02514
2.70700 6285.63843 2662.34571 6592.57038
2.70800 6274.00774 2662.57244 6577.10809
2.70900 6262.31945 2662.79920 6561.63867
2.71000 6250.57527 2663.02600 6546.16240
2.71100 6238.77687 2663.25284 6530.67946
2.71200 6226.92583 2663.47971 6515.18992
2.71300 6215.02365 2663.70662 6499.55849
2.71400 6203.07176 2663.93355 6483.53555
2.71500 6191.07151 2664.16052 6467.12308
2.71600 6179.02418 2664.38752 6450.32309
2.71700 6166.93098 2664.61454 6433.13766
2.71800 6154.79304 2664.84159 6415.56890
2.71900 6142.61143 2665.06867 6397.61899
2.72000 6130.38714 2665.29577 6379.29013
2.72100 6118.12110 2665.52290 6360.58458
2.72200 6105.81414 2665.75005 6341.50466
2.72300 6093.46707 2665.97722 6322.05272
2.72400 6081.08059 2666.20441 6302.23115
2.72500 6068.65535 2666.43162 6282.04239
2.72600 6056.19195 2666.65884 6261.48895
2.72700 6043.69089 2666.88609 6240.57336
2.72800 6031.15262 2667.11334 6219.29819
2.72900 6018.57758 2667.34061 6197.66607
2.73000 6005.96594 2667.56790 6175.67967
2.73100 5993.31833 2667.79519 6153.34171
2.73200 5980.63436 2668.02250 6130.65494
2.73300 5967.91373 2668.24981 6107.62217
2.73400 5955.23362 2668.47713 6084.24623
2.73500 5942.75383 2668.70446 6060.53001
2.73600 5930.48462 2668.93179 6036.47645
2.73700 5918.41580 2669.15913 6012.08851
2.73800 5906.54629 2669.38647 5987.36920
2.73900 5894.87164 2669.61381 5962.32158
2.74000 5883.38867 2669.84116 5936.94875
2.74100 5872.09387 2670.06850 5911.25383
2.74200 5860.98391 2670.29584 5885.24002
2.74300 5850.05547 2670.52318 5858.91051
2.74400 5839.30533 2670.75051 5832.26857
2.74500 5828.73029 2670.97784 5805.31748
2.74600 5818.32723 2671.20517 5778.06059
2.74700 5808.09308 2671.43249 5750.50127
2.74800 5798.02484 2671.65980 5722.64292
2.74900 5788.11953 2671.88710 5694.48899
2.75000 5778.37424 2672.11439 5666.04297
2.75100 5768.78613 2672.34167 5451.00377
2.75200 5759.35239 2672.56894 5244.08983
2.75300 5750.07027 2672.79620 5044.99578
2.75400 5740.93705 2673.02344 4853.42797
2.75500 5731.95008 2673.25067 4669.10395
2.75600 5723.10675 2673.47789 4491.75227
2.75700 5714.40450 2673.70509 4321.11169
2.75800 5705.84081 2673.93227 4156.93042
2.75900 5697.41321 2674.15944 3998.96658
2.76000 5689.11927 2674.38659 3846.98741
2.76100 5680.95661 2674.61372 3700.76895
2.76200 5672.92288 2674.84083 3560.09572
2.76300 5665.01579 2675.06792 3424.76037
2.76400 5657.23307 2675.29499 3294.56332
2.76500 5649.57250 2675.52204 3169.31251
2.76600 5642.03192 2675.74906 3048.82306
2.76700 5634.60917 2675.97606 2932.91793
2.76800 5627.30216 2676.20304 2821.42535
2.76900 5620.10882 2676.43000 2714.17991
2.77000 5613.02712 2676.65692 2611.02299
2.77100 5606.05508 2676.88383 2511.80165
2.77200 5599.19073 2677.11070 2416.36884
2.77300 5592.43217 2677.33755 2324.58279
2.77400 5585.77749 2677.56438 2236.30661
2.77500 5579.22485 2677.79117 2151.40879
2.77600 5572.77243 2678.01794 2069.76272
2.77700 5566.41845 2678.24467 1991.24665
2.77800 5560.16114 2678.47138 1915.74320
2.77900 5553.99878 2678.69806 1843.13865
2.78000 5547.92969 2678.92470 1773.32392
2.78100 5541.95219 2679.15132 1706.19391
2.78200 5536.06466 2679.37790 1641.64745
2.78300 5530.26550 2679.60445 1579.58706
2.78400 5524.55312 2679.83097 1519.91884
2.78500 5518.92598 2680.05745 1462.55231
2.78600 5513.38257 2680.28390 1407.40034
2.78700 5507.92138 2680.51031 1370.48905
2.78800 5502.54096 2680.73669 1355.84081
2.78900 5497.23987 2680.96304 1347.66236
2.79000 5492.01668 2681.18935 1343.90463
2.79100 5486.87002 2681.41562 1343.29288
2.79200 5481.79852 2681.64186 1345.19892
2.79300 5476.80085 2681.86806 1349.41732
2.79400 5471.87568 2682.09422 1356.02305
2.79500 5467.02172 2682.32035 1365.27892
2.79600 5462.23771 2682.54643 1377.56994
2.79700 5457.52241 2682.77248 1393.34877
2.79800 5452.87458 2682.99849 1413.08348
2.79900 5448.29303 2683.22446 1437.20452
2.80000 5443.77657 2683.45039 1466.04974
2.80100 5439.32405 2683.67628 1499.80874
2.80200 5434.93433 2683.90213 1538.47279
2.80300 5430.60629 2684.12793 1581.80088
2.80400 5426.33883 2684.35370 1629.31163
2.80500 5422.13088 2684.57943 1680.30599
2.80600 5417.98137 2684.80512 1733.91916
2.80700 5413.88927 2685.03074 1789.19466
2.80800 5409.85355 2685.25640 1845.16778
2.80900 5405.87321 2685.48180 1900.94396
2.81000 5401.94726 2685.70763 1955.75917
2.81100 5398.07475 2685.93277 2009.01462
2.81200 5394.25471 2686.15679 2060.28526
2.81300 5390.48621 2686.39521 2109.30681
2.81400 5386.76834 2686.31263 2155.94955
2.81500 5383.10020 2685.55687 2200.18673
2.81600 5379.48089 2684.24777 2242.06382
2.81700 5375.90956 2682.53527 2281.67222
2.81800 5372.38535 2680.49162 2319.12892
2.81900 5368.90740 2678.17766 2354.56174
2.82000 5365.47490 2675.63384 2388.09696
2.82100 5362.08703 2672.89224 2419.86618
2.82200 5358.74300 2669.97910 2449.98548
2.82300 5355.44201 2666.91836 2478.56265
2.82400 5352.18330 2663.73356 2505.69112
2.82500 5348.96611 2660.44922 2531.46580
2.82600 5345.78969 2657.09160 2555.97945
2.82700 5342.65331 2653.68889 2579.29733
2.82800 5339.55625 2650.27101 2601.50188
2.82900 5336.49780 2646.86896 2622.64990
2.83000 5333.47728 2643.51406 2642.80290
2.83100 5330.49400 2640.23680 2662.01509
2.83200 5327.54729 2637.06576 2680.33812
2.83300 5324.63649 2634.02643 2697.81974
2.83400 5321.76097 2631.14026 2714.50477
2.83500 5318.92008 2628.42383 2730.43510
2.83600 5316.11321 2625.88848 2745.65003
2.83700 5313.33974 2623.54014 2760.18641
2.83800 5310.59908 2621.37969 2774.07888
2.83900 5307.89064 2619.40349 2787.36003
2.84000 5305.21384 2617.60426 2800.06046
2.84100 5302.56812 2615.97202 2812.44191
2.84200 5299.95292 2614.49501 2824.55982
2.84300 5297.36770 2613.16061 2836.28513
2.84400 5294.81192 2611.95599 2847.64006
2.84500 5292.28505 2610.86869 2858.59837
2.84600 5289.78659 2609.88698 2869.17901
2.84700 5287.31602 2609.00002 2879.38682
2.84800 5284.87286 2608.19805 2889.24036
2.84900 5282.45660 2607.47233 2898.75333
2.85000 5280.06677 2606.81509 2907.94340
2.85100 5277.70291 2606.21952 2916.82611
2.85200 5275.36454 2605.67964 2925.41785
2.85300 5273.05123 2605.19023 2933.73382
2.85400 5270.76252 2604.74667 2941.78908
2.85500 5268.49797 2604.34486 2949.59784
2.85600 5266.25716 2603.98125 2957.17392
2.85700 5264.03967 2603.65269 2964.53046
2.85800 5261.84508 2603.35635 2971.68012
2.85900 5259.67298 2603.08976 2978.63505
2.86000 5257.52298 2602.85069 2985.40690
2.86100 5255.39469 2602.63712 2992.00690
2.86200 5253.28773 2602.44724 2998.44584
2.86300 5251.20170 2602.27940 3004.73413
2.86400 5249.13625 2602.13210 3010.88180
2.86500 5247.09101 2602.00397 3016.89854
2.86600 5245.06562 2601.89378 3022.79373
2.86700 5243.05973 2601.80034 3028.57642
2.86800 5241.07300 2601.72275 3034.25542
2.86900 5239.10509 2601.65958 3039.83924
2.87000 5237.15566 2601.61152 3045.33618
2.87100 5235.22439 2601.58408 3050.75427
2.87200 5233.31096 2601.58209 3056.10137
2.87300 5231.41505 2601.60722 3061.38511
2.87400 5229.53635 2601.66094 3066.61293
2.87500 5227.67457 2601.74362 3071.79212
2.87600 5225.82940 2601.85549 3076.92976
2.87700 5224.00055 2601.99644 3082.03282
2.87800 5222.18773 2602.16632 3087.10807
2.87900 5220.39066 2602.36489 3092.16218
2.88000 5218.60906 2602.59193 3097.20163
2.88100 5216.84266 2602.84721 3102.23281
2.88200 5215.09120 2603.13053 3107.26195
2.88300 5213.35441 2603.44172 3112.29515
2.88400 5211.63203 2603.78065 3117.33836
2.88500 5209.92381 2604.14720 3122.39742
2.88600 5208.22951 2604.54133 3127.47799
2.88700 5206.54887 2604.96301 3132.58562
2.88800 5204.88167 2605.41225 3137.72566
2.88900 5203.22765 2605.88911 3142.90332
2.89000 5201.58660 2606.39367 3148.12361
2.89100 5199.95829 2606.92605 3153.39134
2.89200 5198.34249 2607.48642 3158.71111
2.89300 5196.73899 2608.07498 3164.08728
2.89400 5195.14757 2608.69194 3169.52396
2.89500 5193.56802 2609.33759 3175.02493
2.89600 5192.00013 2610.01222 3180.59371
2.89700 5190.44370 2610.71616 3186.23344
2.89800 5188.89854 2611.44979 3191.94687
2.89900 5187.36444 2612.21351 3197.73636
2.90000 5185.84121 2613.00776 3203.60378
2.90100 5184.32867 2613.83302 3209.55051
2.90200 5182.82662 2614.68980 3215.57740
2.90300 5181.33490 2615.57864 3221.68470
2.90400 5179.85331 2616.50012 3227.87201
2.90500 5178.38169 2617.45486 3234.13826
2.90600 5176.91986 2618.44351 3240.48166
2.90700 5175.46765 2619.46675 3246.89962
2.90800 5174.02490 2620.52531 3253.38876
2.90900 5172.59144 2621.61995 3259.94480
2.91000 5171.16712 2622.75146 3266.56261
2.91100 5169.75177 2623.92067 3273.23609
2.91200 5168.34525 2625.12844 3279.95821
2.91300 5166.94740 2626.37568 3286.72095
2.91400 5165.55808 2627.66332 3293.51533
2.91500 5164.17713 2628.99234 3300.33137
2.91600 5162.80442 2630.36374 3307.15812
2.91700 5161.43980 2631.77856 3313.98370
2.91800 5160.08314 2633.23786 3320.79531
2.91900 5158.73430 2634.74276 3327.57930
2.92000 5157.39315 2636.29439 3334.32123
2.92100 5156.05956 2637.89390 3341.00595
2.92200 5154.73341 2639.54249 3347.61766
2.92300 5153.41456 2641.24137 3354.14008
2.92400 5152.10289 2642.99177 3360.55651
2.92500 5150.79828 2644.79494 3366.84997
2.92600 5149.50062 2646.65216 3373.00337
2.92700 5148.20979 2648.56471 3378.99957
2.92800 5146.92567 2650.53386 3384.82162
2.92900 5145.64815 2652.56092 3390.45284
2.93000 5144.37712 2654.64716 3395.87696
2.93100 5143.11248 2656.79386 3401.07832
2.93200 5141.85412 2659.00228 3406.04192
2.93300 5140.60193 2661.27365 3410.75360
2.93400 5139.35582 2663.60919 3415.20013
2.93500 5138.11568 2666.01004 3419.36928
2.93600 5136.88142 2668.47733 3423.24996
2.93700 5135.65294 2671.01211 3426.83219
2.93800 5134.43014 2673.61535 3430.10723
2.93900 5133.21294 2676.28794 3433.06757
2.94000 5132.00124 2679.03068 3435.70690
2.94100 5130.79496 2681.84426 3438.02017
2.94200 5129.59401 2684.72924 3440.00353
2.94300 5128.39830 2687.68604 3441.65427
2.94400 5127.20775 2690.71493 3442.97081
2.94500 5126.02227 2693.81599 3443.95260
2.94600 5124.84180 2696.98915 3444.60007
2.94700 5123.66624 2700.23411 3444.91453
2.94800 5122.49553 2703.55036 3444.89812
2.94900 5121.32958 2706.93715 3444.80414
2.95000 5120.16833 2710.39349 3444.71385
2.95100 5119.01169 2713.91813 3444.62711
2.95200 5117.85961 2717.50951 3444.54378
2.95300 5116.71200 2721.16583 3444.46372
2.95400 5115.56880 2724.88494 3444.38680
2.95500 5114.42995 2728.66441 3444.31291
2.95600 5113.29538 2732.50146 3444.24192
2.95700 5112.16502 2736.39302 3444.17372
2.95800 5111.03881 2740.33567 3444.10819
2.95900 5109.91668 2744.32565 3444.04524
2.96000 5108.79859 2748.35890 3443.98476
2.96100 5107.68447 2752.43100 3443.92666
2.96200 5106.57425 2756.53724 3443.87084
2.96300 5105.46789 2760.67260 3443.81721
2.96400 5104.36533 2764.83176 3443.76568
2.96500 5103.26651 2769.00912 3443.71618
2.96600 5102.17138 2773.19883 3443.66862
2.96700 5101.07989 2777.39480 3443.62293
2.96800 5099.99197 2781.59073 3443.57903
2.96900 5098.90759 2785.78014 3443.53685
2.97000 5097.82670 2789.95637 3443.49633
2.97100 5096.74923 2794.11265 3443.45740
2.97200 5095.67516 2798.24212 3443.42000
2.97300 5094.60441 2802.33782 3443.38406
2.97400 5093.53696 2806.39278 3443.34954
2.97500 5092.47276 2810.40002 3443.31637
2.97600 5091.41175 2814.35259 3443.28450
2.97700 5090.35390 2818.24359 3443.25388
2.97800 5089.29915 2822.06622 3443.22447
2.97900 5088.24748 2825.81376 3443.19621
2.98000 5087.19883 2829.47967 3443.16905
2.98100 5086.15316 2833.05755 3443.14297
2.98200 5085.11044 2836.54118 3443.11790
2.98300 5084.07061 2839.92457 3443.09382
2.98400 5083.03365 2843.20192 3443.07069
2.98500 5081.99950 2846.36769 3443.04846
2.98600 5080.96814 2849.41657 3443.02710
2.98700 5079.93951 2852.34329 3443.00658
2.98800 5078.91359 2855.14280 3442.98687
2.98900 5077.89033 2857.81037 3442.96793
2.99000 5076.86975 2860.34157 3442.94973
2.99100 5075.85152 2862.73223 3442.93225
2.99200 5074.83676 2864.97863 3442.91545
2.99300 5073.82119 2867.07680 3442.89931
2.99400 5072.81964 2869.02495 3442.88381
2.99500 5071.78200 2870.81519 3442.86891
2.99600 5070.87020 2872.46062 3442.85460
2.99700 5069.58522 2873.91006 3442.84085
2.99800 5069.36156 2875.30879 3442.82763
2.99900 5064.84328 2877.65002 3442.81494
3.00000 5177.85984 2729.15359 3285.01911
3.00100 5176.89911 2729.14516 3285.28172
3.00200 5175.93917 2728.44958 3286.06991
3.00300 5174.98001 2727.17209 3287.38477
3.00400 5174.02161 2725.40495 3289.22808
3.00500 5173.06398 2723.22861 3291.60230
3.00600 5172.10708 2720.71386 3294.51053
3.00700 5171.15091 2717.92296 3297.95646
3.00800 5170.19546 2714.91085 3301.94430
3.00900 5169.24070 2711.72603 3306.47871
3.01000 5168.28663 2708.41135 3311.56477
3.01100 5167.33322 2705.00457 3317.20782
3.01200 5166.38047 2701.53895 3323.41341
3.01300 5165.42836 2698.04365 3330.18721
3.01400 5164.47687 2694.54412 3337.53489
3.01500 5163.52599 2691.06237 3345.46203
3.01600 5162.57571 2687.61735 3353.97403
3.01700 5161.62600 2684.22517 3363.07598
3.01800 5160.67686 2680.89877 3372.77261
3.01900 5159.72827 2677.65200 3383.06820
3.02000 5158.78022 2674.48095 3393.96648
3.02100 5157.83270 2671.44584 3405.47061
3.02200 5156.88569 2668.25712 3417.58310
3.02300 5155.93919 2664.88377 3430.30579
3.02400 5154.99317 2661.49100 3443.63982
3.02500 5154.04764 2658.14667 3457.58563
3.02600 5153.10257 2654.91608 3472.14293
3.02700 5152.15795 2651.83881 3487.31073
3.02800 5151.21378 2648.94045 3503.08736
3.02900 5150.27004 2646.23379 3519.47047
3.03000 5149.32672 2643.72245 3536.45709
3.03100 5148.38382 2641.40336 3554.04362
3.03200 5147.44132 2639.26887 3572.22590
3.03300 5146.49922 2637.30852 3590.99923
3.03400 5145.55751 2635.51029 3610.35841
3.03500 5144.61618 2633.86158 3630.29776
